"total","data__longitude","data__cone__asns","data__degree__providers","data__cone__prefixes","data__cone__addresses","data__degree__globals","data__degree__peers","data__degree__siblings","data__degree__customers","data__degree__transits","data__latitude","data__id","data__name","data__source","data__org__name","data__org__id","data__country","data__rank","data__clique","data__country_name"
"","19.0223861321801","544","2","1310","4733696","482","38","1","442","480","51.7123395679513","12741","AS-NETIA","RIPE","Netia SA","ORG-NTS2-RIPE","PL","72","false","Poland"
"","128.676444177238","541","8","5819","21821952","545","476","1","61","543","32.089332867485","9505","TWGATE-AP","APNIC","Data Communication Business Group","ORG-CTCL1-AP-APNIC","TW","73","false","Taiwan"
"","7.72818373478571","537","2","2412","15465984","546","400","1","144","479","47.1823353042474","3303","SWISSCOM","RIPE","Swisscom (Switzerland) Ltd","ORG-SI1-RIPE","CH","74","false","Switzerland"
"","147.226301397787","522","4","4290","5750272","216","7","3","205","215","-34.5608885768818","2764","AAPT","APNIC","iiNet Technologies (SA) Pty Ltd","ORG-AL1-AP-APNIC","AU","75","false","Australia"
"","18.9525571334501","490","6","1199","1012224","371","36","4","329","341","50.3791491643305","50607","ASN-EPIX","RIPE","Stowarzyszenie e-Poludnie","ORG-SNRR2-RIPE","PL","76","false","Poland"
"","-46.0379891721955","481","6","3323","16836864","364","75","","283","363","-18.5187291593783","4230","","LACNIC","CLARO S.A.","@aut-4230-LACNIC","BR","77","false","Brazil"
"","138.478980171212","463","2","5496","44357888","325","138","","185","320","35.7766682302609","2497","IIJ","JPNIC","Internet Initiative Japan Inc.","@family-67432","JP","78","false","Japan"
"","127.275022392139","460","7","11093","33729792","445","128","","310","445","37.1102959452005","9318","SKB-AS","APNIC","SK Broadband Co Ltd","@family-38664","KR","79","false","South Korea"
"","47.6540567467185","459","4","4223","4870912","246","20","48","222","246","57.3174995676107","9049","ERTH-TRANSIT-AS","RIPE","JSC ""ER-Telecom Holding""","ORG-RA21-RIPE","RU","80","false","Russia"
"","-77.9261175168077","447","4","8986","14958080","318","76","2","238","318","44.7020283660384","577","BACOM","ARIN","Bell Canada","LINX-ARIN","CA","81","false","Canada"
"","127.246671270259","440","4","10427","36811520","476","151","2","321","475","37.3033988895953","3786","LGDACOM","APNIC","LG DACOM Corporation","@family-30163","KR","82","false","South Korea"
"","31.2722096384446","427","4","1775","1304832","357","102","3","251","357","49.8876945230021","21219","Datagroup","RIPE","PRIVATE JOINT STOCK COMPANY ""DATAGROUP""","ORG-DL9-RIPE","UA","83","false","Ukraine"
"","-47.0881906167605","427","7","1759","1286656","407","363","","37","407","-23.163226498853","22356","","LACNIC","Durand do Brasil Ltda","@aut-22356-LACNIC","BR","84","false","Brazil"
"","-73.8809797892833","424","3","1256","6846464","451","33","","415","448","40.836590439141","6128","CABLE-NET-1","ARIN","Cablevision Systems Corp.","CVNT-Z-ARIN","US","85","false","United States"
"","37.9506863446752","421","2","1267","3187968","283","111","2","170","282","55.6092487688826","8732","COMCOR-AS","RIPE","OJSC Comcor","ORG-CA35-RIPE","RU","86","false","Russia"
"","19.3361","417","","1064","850688","348","8","","340","348","50.2061","201054","ASN-EPIX-POLMIX","RIPE","Stowarzyszenie e-Poludnie","ORG-SNRR2-RIPE","PL","87","false","Poland"
"","30.1378338100732","415","4","2242","2198784","235","98","","133","235","49.4113270329241","35320","ETT-AS","RIPE","Eurotranstelecom Ltd","ORG-EA223-RIPE","UA","88","false","Ukraine"
"","30.4265448584688","411","3","15656","14447616","219","14","","202","214","40.0604424873508","9121","TTNet","RIPE","Turk Telekomunikasyon Anonim Sirketi","ORG-TT3-RIPE","TR","89","false","Turkey"
"","4.30551","400","","2172","12429824","949","770","1","179","460","52.091","20562","OPEN-PEERING-AS","RIPE","Broadband Hosting B.V","ORG-OPB1-RIPE","NL","90","false","Netherlands"
"","51.4422188989972","396","12","5127","8896000","87","4","1","71","82","35.4852420449037","12880","DCI-AS","RIPE","Information Technology Company (ITC)","ORG-TCOI1-RIPE","IR","91","false","Iran"
"","74.5580983480007","389","6","3873","2101760","284","3","","275","282","27.1401208346861","55410","VODAFONE-NET-AS-AP","APNIC","C48 Okhla Industrial Estate, New Delhi-110020","ORG-VMSL1-AP-APNIC","IN","92","false","India"
"","22.7297797323263","389","4","3045","3755008","252","111","","137","238","46.398617334231","6663","TTI-NET","RIPE","Euroweb Romania S.A.","ORG-ERS6-RIPE","RO","93","false","Romania"
"","-93.4225255354731","386","4","3085","12493312","409","36","6","369","407","39.4804832053432","20115","CHARTER-NET-HKY-NC","ARIN","Charter Communications","CC04-ARIN","US","94","false","United States"
"","10.890908258584","378","4","2031","27693312","461","212","","245","459","43.9568002484053","12874","FASTWEB","RIPE","Fastweb SpA","ORG-FA7-RIPE","IT","95","false","Italy"
"","-46.8647156943419","378","4","1593","742400","1359","1174","","181","338","-16.6564061146207","28329","","LACNIC","G8 NETWORKS LTDA","@aut-28329-LACNIC","BR","96","false","Brazil"
"","24.857268098591","376","5","1382","1186816","273","96","","172","265","50.3101573222226","3255","UARNET-AS","RIPE","State Enterprise Scientific and Telecommunication Centre ""Ukrainian Academic and Research Network"" of the Institute for Condensed Matter Physics of the National Academy of Science of Ukraine (UARNet)","ORG-SESA1-RIPE","UA","97","false","Ukraine"
"","17.9387411258276","373","1","1964","11913472","185","81","","103","173","56.4089614720896","1257","SWIPNET","RIPE","TELE2","@aut-1257-RIPE","EU","98","false","European Union"
"","","365","4","1071","1341952","87","3","","80","85","","25478","IHOME-AS","RIPE","iHome LLC","ORG-IJ5-RIPE","RU","99","false","Russia"
"","49.8237","358","8","3049","4278272","145","101","","36","138","40.4167","29049","Delta-Telecom-AS","RIPE","Delta Telecom Ltd","ORG-AL1-RIPE","AZ","100","false","Azerbaijan"
"","75.2521165413373","353","1","3382","2033152","224","5","2","218","224","22.1388171160632","18101","RELIANCE-COMMUNICATIONS-IN","APNIC","BROADBAND WIRELESSS INTERNET SERVICE PROVIDER","ORG-RCL5-AP-APNIC","IN","101","false","India"
"","19.3308474345551","350","3","2064","2967040","182","73","2","106","181","47.3514322591804","5483","HTC-AS","RIPE","Magyar Telekom plc.","ORG-HTM1-RIPE","HU","102","false","Hungary"
"","121.466118140406","348","8","4647","37394432","1496","1434","2","54","188","17.252050480344","10026","PACNET","APNIC","Pacnet MY","ORG-PSC1-AP-APNIC","MY","103","false","Malaysia"
"","25.3503960515591","347","7","1948","3263744","304","116","1","181","302","45.4919351235474","9050","RTD","RIPE","TELEKOM ROMANIA COMMUNICATION S.A","ORG-AA45-RIPE","RO","104","false","Romania"
"","4.47240380918942","344","4","1681","19736064","212","112","1","96","212","52.4926598378349","5400","BT","RIPE","British Telecommunications plc","ORG-CNS3-RIPE","NL","105","false","Netherlands"
"","24.9055394029479","343","2","857","2693632","416","97","1","317","409","45.5995712327203","8708","RCS-RDS","RIPE","RCS & RDS SA","ORG-RA18-RIPE","RO","106","false","Romania"
"","90.4071","342","4","2602","1033472","45","22","","19","44","23.7098","132602","BANGLADESH-AS-AP","APNIC","Bangladesh Submarine Cable Company Limited (BSCCL)","ORG-BSCC1-AP-APNIC","BD","107","false","Bangladesh"
"","-78.2965729204783","341","4","5465","9224960","143","10","","129","142","15.5697179784497","23520","COLUMBUS-NETWORKS","ARIN","Columbus Networks USA, Inc.","CNU-6-ARIN","US","108","false","United States"
"","-50.9542335456099","334","4","1756","1020672","1396","1223","","169","214","-28.9995655975283","25933","","LACNIC","Vogel SoluÃ§Ãµes em Telecom e InformÃ¡tica S/A","@aut-25933-LACNIC","BR","109","false","Brazil"
